text,class
вы когда-нибудь покупали курсы?курс от соболева lкиев вы даже не представляете на какую хуйню вы потратили деньги,[]
"а у нас отличная новость — у оли малащенко появился сайт! теперь, чтобы узнать даты концертов и купить билеты, можно просто зайти на https://olgamalaschenko.com 🎉  например, там можно купить билеты на концерт в рязани 16 февраля или в москве 2 марта. так что забегайте!  прикреплённые ссылки: 🔗 https://olgamalaschenko.com/nannan",['реклама']
"тестостероновые новости 🏋️  победа, нордстар, ред вингс.  перелеты становятся приятнее самого путешествия 🤣  где в этой истории ржд?nord starnan",['спорт']
"https://www.kinopoisk.ru/film/5203757/стальное сердце гика, приключения г посия литься ещё буду смотреть давы разбойнику удалось хитрос . , илью муромца. он переписал историю, присвоив себе все подвиги и славу богатыря. благодаря все детали о фильме ` q главное медиа моё поиск профильnan",[]
"твой лучший секс спрятан здесь 🔞  делюсь каналом дипломированного сексолога. крис взломала код классного секса, мастерски раскрепощает, знает миллион горячих техник и лучшие девайсы для взрослых 😻  самые полезные посты здесь:   отрезвляющий пост «я все сама!»   прокачай наездницу  ролевая игра «vip кинотеатр»   техника оральных ласк 💣   как занимается сeксом неудобная женщина   кстати, крис провела трехдневный безоплатный онлайн интенсив-«от бревна до богини». совместно с врачом и владельцем секс-шопа.   скорее смотри записи, пока не удалила 🔞  https://t.me/sekretskris/1048   здесь жарче, чем в аду 😈nannan",['реклама']
геройсм приммолодой человек пошли бельэтажу а четвертый которого я видел вышел как раз из за спуска и я его увидел возле этой перегородки он как раз перед этим хладнокровно расстрелял людей я взглянул на супругу и понял что о увидел в ее глазах дети ужас и понял что я должен что то делать и в тот момент когда он поравнялся с нами он стал перезаряжать оружие секунда у меня была на размышление я принял движение я толкнул жену а сам оббежал его слева схватился левой рукой за за автомат и потянул вниз а правой рукой стал наносить ему удары по голове он стал опускаться вниз я его левой рукой перехватил за шею и также продолжал наносить удары и в этот момент ко мне подбежал еще один мужчина тоже нанес пару ударов мощных больше комплекции и мы его вырубили террорист какой комплекции было вот что можно сказать и тяжело ли в тот момент было бороться с ним был худощавой комплекции метод семьдесят пять роста кепки с бородой у меня плыло в зоне я не разглядел лица он смуглая кожа была небо и потом мне некогда было разглядывать,[]
"привет, мои хорошие! 💖 вы меня знаете, я очень открытый и такой же простой человек. и меня также, как и многих атакуют мошенники. от телефонного спама и в соцсетях у нас никто, к сожалению, не застрахован. но если честно, есть надежда, что таких звонков станет меньше, если примут закон, суть которого в том, чтобы каждый человек мог видеть в своих госуслугах какие номера на него зарегистрированы и отключать их. потому что те серые симкарты, они же на кого-то все равно зарегистрированы, а ведь их используют эти самые спамеры и мошенники. к этой же безопасности относится и предложение о реестре владельцев публичных каналов. в телеграм, например, полно мошенников, которые обещают сверхприбыли и обманывают очень много людей. мне, например, скрывать от вас нечего, и лично я не вижу ничего плохого в таких нововведениях, если их примут. вот скажите, как часто вы сталкиваетесь со спамерами? сложно ли вам в тех же соцсетях проверять информацию?nannan",['соцсети']
"🤣🤣🤣🤣🤣 все мамы на отдыхе в овчарок превращаются?)😵‍💫nanсобака гавкает! ха-ха-ха-ха! ха-ха-ха-ха! собака гавкает, овчарка!",['юмор']
"⚡️никита гусев будет работать в лагере развития «нью джерси дэвилс»😈  правда, в стане «дьяволов» поясняют, что пока речь только о тренировках в нью-джерси.  💬будь в курсе - подпишись на onhockey!nannan",['спорт']
ovrshow https://t.me/ovrshow/969    звезды овр шоу выживают в африке!🦁  смотри полный номер по ссылке  п однажды в россии: звезды овр в африке звезды овр шоу выживают в африке! актуальный график выхода шоу в эфире можно найти здесь: https://tvprogram.tnt-online.ru/#program_now производство: comedy club production овр шоу в соц. сетях: вконтакте: https://vk.com/odnajdi_v_rossii телеграм: https://t.me/ovrshow одноклассники: https://ok.ru/group/62501979226335.. 🔗 https://vk.com/video-131607049_456241040звезды овр в африке однажды в россииnan,['юмор']
zhenforum https://t.me/zhenforum/6188    после просмотра этого выпуска вы просто обязаны поехать в караоке😏  в гости к «женскому форуму» заглянула очаровательная ирина дубцова🎉  смотрите эксклюзивно в vk видео😎  ссылка на выпускженский форум|nan,['соцсети']
"когда-то маскерано не смущал такой цирк - от празднования победы в лч его отвлекает какой-то иностранный журналист.   игроки барселоны после победы над юве в берлине вклинились в толпу репортёров и через неё пошли к своим болельщикам. тут то маскерано мне и попался. не помню, почему именно он. может, он был позитивнее остальных.   сейчас маскерано тренер аргентинской сборной на олимпиаде и сегодня он стал и вправду участником беспрецедентного матча.   но настоящим цирком в сент-этьене было бы оставить в силе нелегитимный гол аргентины. просто безопасность на ои, очевидно, не готова к марокканским болелам - отсюда всё и заварилось. я видел этих ребят в катаре, там они были невменяемы - их едва удерживали на трибунах. но олимпиада точно не про сдерживание буйных болельщиков.inan",['спорт']
"https://youtu.be/qy5eh7iitgw?si=bmhydvfbjp_kxqaqnanбудем рассказать про нее. ее зовут зветлана. зветлана бугодина. у нее уже тут двое детей, у нее гражданство все на свете. а мы с ней дружим с 19 лет. у меня сейчас 41. посчитайте сами, сколько мы с ней дружим. я вообще считать не умею. это сколько мы дружим? так, ладно, соберусь. 10, 11... а я у дедушки мороза попросила мазги... сколько у тебя? 20 лет, что ли? прости, я не слушала. 22. ух ты, ничего себе, какой кошмар! 22 года мы дружим вместе. ну правда, это странно. но мы... она живет здесь где-то лет 20 уже. короче, мы в институте вместе учились. потом она переехала сюда. но мы продолжали дружить все это время. это вообще странная история. люди не общаются так долго. тем более на расстоящем. а мы прям сильно совпадаем, поэтому... я люблю ты!",['соцсети']
🇪🇸🇪🇸🇪🇸 испания – четырехкратный чемпион европы!! рекордсмены турнира  де ла фуэнте собрал идеальную команду для трофея. самую яркую. с кучей опыта и молодыми талантами.   vamos! vamos! vamos!  @match_tv[ш! nitra vs campeones de europanan,['спорт']
смотрите полностью по ссылке  ♥️nanв чем секрет совместной жизни как можно прожить вместе шестьдесят лет как молча так что давайте равняйтесь на нас я ведь тоже так же долго вот я подумал надо сделать галина как быстро читает мои мысли она подумала что надо сделать я это вот понимаете уже получается как бы читаем друг другу мысли хотя они не говорили ничего а как,['соцсети']
"пишите в комментах, сколько стоила ваша свадьба! 🤓 #свадьба #щербаков #соболев #кукоякауки свадьба в шатрена 500 тысяч праздновали свадебу в шатриях, все было клево, все веселились и очень много... шатёр, там цирк там всем ветило, конечно. да, нет, вот, и мы там сели в номер и считали, сколько нам денег подарили. о, сколько нам подарили. а подарили, по-моему, меньше, да, чем мы вложили? да, 11 тысяч получили. 200 тысяч нам подарили, вложили 500, 200, не отбивали. никтоже в первую брачную ночь не трахается, ну кто-то совсем, какой-то отмороженный, наверное. но все равно все считают деньги. мы посчитали, занялись сексом, а потом ели бургер, да? нет, у нас такая была, может быть, вы посчитали, на деньги купили бургер. и такие, ну ладно, блядь, чтоб я не наелся. ну, давай потрахаем.",['юмор']
ахахахахаnannan,['юмор']
"нашел тут интервью глеба с иваном ломаевым. просто понял, что не особенно много знаю о жизненном пути кипера «крыльев», поэтому искать и начал. так вот. отличное вью искреннего парня:) с уймой фактуры. чего только история про томского юношу стоит…  почитайте, рекомендую: https://www.sports.ru/amp/post/3056089/  @shhhnyakin~ самое безумное, что видел от вратарей? в томске играл вратарь, который в 11 лет вешал презервативы на перекладину. такая . примета у него была, талисман. в 11 лет!nan",['спорт']
"вы прошли мой соц. опрос в нельзяграме?nanродники мои, ну что, вы уже прошли сфотографироваться по моим инстаграммам, мне кажется, вам понравилось.",['соцсети']
"если у вас есть какие-то трудности в жизни, просто напоминайте себе, что вы не великомученик (читай - не болельщик торонто), значит, «всё не так уж плохо на сегодняшний день» (с)  кози, привет 😎  #lgrw🐙since leafs last cup @leafsiast cup . . 20,810 days since а cup. 1,520 days since losing to an ahl zamboni driver. 23, 757 days since winning а playoff series against the @nhlbruins. 534 days since winning а game against the @nhlbruins. #leafsforevernan",['юмор']
"больше меня в тг: kkesler 🫀  здесь все про саморазвитие, поэзию и психологию  подписывайся на @kesler_ksu  #рекомендацииnannan",['соцсети']
"этот чемпионат европы ещё раз доказывает, что расходовать свой интеллект в сборной - ужасное занятие. симптоматично, что в финале сойдутся тренеры, которые в клубах по сути не работали.   умница наггельсман и крепкий профи мартинес идут на кучу компромиссов и просто закапывают свой потенциал. а на выходе - ни профессиональной реализации, ни славы.   так же и с клоппом. тренер-система будет подстраиваться под обстоятельства, вылетит в 1/8 от какого-нибудь собирательного саутгейта по пенальти и все скажут: ну мы же вам говорили, что клопп физрук.   на этом евро прям масштабно обесценивается клубная работа тренеров. идеи упрощаются, игроки вынуждены играть примитивнее, а интеллект и модернизм летят в мусорную корзину. так что, дорогой юрген, держитесь от сборных подальше. если не находится подходящий клуб, лучше становитесь экспертом на тв.« , 2nan",['спорт']
"опубликована записьnanдрузья, 2 января, сейчас около часу ночи, только закончил начитывать вам землю на ваши амулеты. все заговорено, сейчас воском запачкую и готовится на отправку. так что ждите свой амулет, который изменит не только вас, но и в целом всю вашу жизнь.",[]
https://t.me/kremlinmedicine  п цкб 💥 центральная клиническая больница управления делами президента рф ❓️задать вопрос 👉 https://t.me/chat_ckb 🔗 https://t.me/kremlinmedicinenannan,['реклама']
"коротко о главном @party_newpeople  сейчас уже можно спрашивать... а за кого был ваш голос на этих выборах?алу^ новые ^юай нов ~ 9 :все, что было такое старое, закостенелое, это все наша партия меняет. наша партия берет только обратную связи от людей. не просто придуманные какие-то идеологемы, придуманные законы. мы сначала идем в регионы, общаемся с людями, выявляем действительно такую насущную повестку их проблем и решаем эти задачи. но работа ведется и работа серьезная. и плюс огромное количество молодых людей вовлекается в политический процесс. то есть политический процесс в нашей стране, он становится за счет партии новыми людям. интересен молодым людям, они уже перестают бояться политики, они идут в политику. плюс партия дает хороший социальный лифт для таких молодых, умных, талантливых, прогрессивных. поэтому мы всех очень рады видеть в нашей партии здравого смысла. я впервые в калуге и я воскрещен городом, я воскрешен музеем космонавливки. просто потрясающе. прям чувствуется какой-то космос, планеты, вселенная здесь в этом городе. чувствуется, что здесь действительно вдохновлял солковский. как будто рядом с гагарином ты ходишь по этим улицам. и я вижу достатное количество полуразрушенных зданий, которые требуют восстановления. причем эти исторические здания, они очень красивые. почему бы здесь местной власти и местному бизнесу не создать региональный инвестиционный фонд. и мы тоже в нашей программе нанесем такую повестку, что нам нужно...",['политика']
"бенедикт камбербэтч на съемках «эрика». обожаю, когда избегают компьютерную графику. творческая смекалка, соединение искусства и техники, даже свет живой, а не рисованный. вот за это кино и люблю 🍃nanлaffe тряпили, шли через спинку... ... и с bistrome удерживали её,aranabenetuang chouhai cold mitto till",[]
"наблюдения о братском кубке. почти ни слова о футболе.  п футбол, свобода и... собаки. братский кубок стал украшением лета в москве прошло одно из ярчайших футбольных событий предсезонья. 🔗 https://www.sovsport.ru/football/articles/futbol-svoboda-i-sobaki-bratskij-kubok-stal-ukrasheniem-leta?ysclid=lye38ap3wp419684194саничести roswacren ракивальск boom betb s boom bet boom 8666 я # try. 906 динаме {red-blue ямпереего пикаме диннме + brees динями + воцев 1sce диняме + se5сс* динямо + веессnan",['спорт']
"какое-то бесконечное число потерь. вот еще одна.  многие из вас, как и я, росли или уже выросли и хорошо помнят хоккей 90-х. динамо против всей россии - тольятти, ярославль, магнитогорск, омск.   фонетическим образом тройка нападения торпедо ярославль тарасенко-трасеух-скабелка впечаталась в подростковую память. ну и доставляли проблем динамо эти ребята предостаточно.   потом уже у андрея вырос сын, который принес славу фамилии в том числе за океаном.   соболезнования близким.  п матч тв. только новости скончался тренер «сибири» андрей тарасенко  тренер по развитию «сибири», бывший хоккеист ярославского «торпедо», «лады», «сибири» и сборной россии  умер в возрасте 55 лет, сообщает пресс‑служба хоккейного клуба.  андрей тарасенко – отец нападающего «детройта», двукратного обладателя кубка стэнли с «сент‑луисом» и «флоридой» владимира тарасенко.  @news_matchtv 🔗 https://t.me/news_matchtv/55401андрей тарасенко 19 6 8 - 2024nan",['спорт']
"приятно, что «динамо» не забывает своих легендmu премьер прямой эфирnan",['спорт']
"мой самый большой гонорар?  #иванабрамов #шоутыкто #гурамамарян #павелдедищев #расулчабдаров #егоралексеев #юмор #деньги #нахлебсмасломхватаетпервый вопрос.первый вопрос. самый большой заработок за раз? сколько, 20 миллионов, что ли? слушай, это вообще хорошо, ты молодец. да? да. это здание, где ты выступал, на нем висят куранты? нет. ты, наверное, вел и еще и выступил. да, совершенно верно. я вел, выступил и еще пескал. ну возьми, как будто он лет пять назад сумму выбрал. согласился. давайте сразу, поехали. это 6 миллионов минимум. ну... но гурам прав. это где-то было пять лет назад. 4 500. итак, внимание, правильный ответ. 1 миллион 650 тысяч рублей. я не верю, ваня. ваня, это правда? это реально для мсу 150 это самое большое заработок? клянусь, что это правда. это прям правда? кем клянешь? а? до конца перекричи. ты что это линию клянешь? ты просто линию клял, это все.",['юмор']
клуб и наталия медведева 🤣🤣🤣🤣 у кого также проходят выходные?nannan,['юмор']
"провела такой яркий флешмоб от @zasport на вднх! поддержали наших спортсменов в это непростое время.   @anton_golotsutskov приехал с семьей и очаровательным сыном львом ❤️  @nikita_katsalapov и @victoria_sinitsina как всегда светились любовью))  @velikayasa зарядила всех вместе со мной со сцены и потом помогла раздать таблички для флешмоба🥹  это было очень душевно!nanлюбимая наша страна, могучая она, великая она, своё настоящее!",['спорт']
"уже третий выпуск шоу ""комьюнити""!   ведущие расул чабдаров и павел дедищев, гости шоу артем муратов и никита шевчук. живая музыка, много шуток, прекрасное настроение — всё это в новом ""комьюнити"".  приятного просмотра!павел дедищ « и расул чабдаров артём муратов никита шевчукnan",['юмор']
"а вот, кстати, фильм о поездке кирилла. до сих пор обидно. должен был поехать с ним, но не успел оформить визу😢  п из брянска в монако: необычная история про обычного человека | улица виктора гусева вы привыкли видеть в нашей программе знаменитых футболистов, но сегодня мы сделаем исключение: у нас необычный выпуск про обычного человека.   слесарь из брянска кирилл гришнов принял участие в конкурсе от «лиги ставок» на самый смелый и красивый гол и выиграл поездку на домашний матч фк «монако».  кирилл впервые оказался за границей, и это путешествие запомнилось ему навсегда: он побывал на матче клуба, получил в подарок футболку с автографами игроков «монако», посетил гонку «формулы-1» и отметил своё 30-летие на яхте!  смотрите эту удивительную историю и, конечно же, продолжайте мечтать. в канун нового года — самое время.  телеграм: https://t.me/super_liga2023 vk: https://vk.com/super_liga2023 00:00 вступление  1:17 победа в конкурсе на самый красивый гол и поездка в монако 5:20 «не спал первые три дня, пока до конца не осознал, что правда победил» 6:15 приезд в монако и местная кухня 8:43 экскурсия по стадиону «луи ii» 13:32 кирилл на матче «монако» — «брест» 17:57 гонка «формулы-1» 22:45 сюрприз на 30-летие кирилла 29:57 «выложил свой гол и выиграл. никогда не думал, что такое возможно» 30:43 конкурс 🔗 https://youtu.be/bt2_uom2m8qаига ставок 49. новогоднее чудо откуда... улица гусева sinle virargnan",['личная жизнь']
шкаф или стул? 🤔😃 #дедищев # стендап  #тнт #reels #стул #шкафnannan,['юмор']
"про отдых с детьми. у кого есть такой опыт?отдых с детьми thодин друг у меня вообще конченный. мы вот на этот прошедший новый год договорились вчетвером с женами на неделю поехать в будапешт. мы приходим с женой в аэропорт, а они взяли с собой шестилетнюю дочь. у меня есть друзья, которые отдыхают с детьми, они в итоге не выглядят отдохнувшими. они выглядят так, как будто их, сука, принесло течение после кораблекрушения. кстати, все рассказы — «наш максим потерял, отравился, обосрался, захлебнул» и это всё в такси по дороге шереметьево.",['личная жизнь']
"comment_show https://t.me/comment_show/8009    хайлайты матча оренбург — спартак.  #комментгеничnanда б***, да... стой, костя! сука! сука! 0,80, 0,80 пробуй, б***",['спорт']
"опубликован опрос ❓как вы себя ощущаете в полнолуние?  ✔ не могу спать  ✔ очень много энергии  ✔ всё бесит  ✔ сильно колбасит  ✔ ничего такого не замечаю  ✔ обычно в эти дни месячные ✔ вою на луну, я ведьма  ✔ болит головаnannan",['соцсети']
"gondurasa https://t.me/gondurasa/2091    с возвращением, любимая!😍щ spotify пр emiates { dejule ne 2124 titiltr 7 laliga х матче ла лига снова в эфире каналов матч!nan",['спорт']
знали об этом?😏  ссылка на выпуск: https://youtu.be/bieqyd79douз семье не без урода наверняка слышаласлышала там благородный мужчина благородная женщина благородно да вот смотри в каждой семье какой бы она идеальными была с социальной точки зрения образцово показательно в каждой семье есть некие представители родовой системы которых часто называли уродами в семье не без урода до семьи не без урода почему если бы есть благо рода благородный представитель семьи то есть один из лучших представителей есть урод до человек которая находится у родовой системы и каким то поведением может ее осквернить эту семью,['соцсети']
"как быстро летит время, а у меня такое чувство что у нас всё ещё конфетно букетный период 😅🤍nannan",['личная жизнь']
рабочее и с огоньком!!! просто блестяще вместе с великолепной яной чуриковой провели многочасовую церемонию награждения лучших людей росатома   в нижнем новгороде!!! человек года росатома событие исключительное!!! алексей лихачев как высокий руководитель росатома доволен и счастлив!!! всех победителей и призеров номинаций поздравляем - молодцы!!! гордость россии!!! ❤️🇷🇺💪`nan,['спорт']
"опубликован комментарий к записи: https://vk.com/wall32252222_19449  [id62571425|зарина], спасибо дорогая ❤️nannan",['соцсети']
"новый выпуск шоу личка с сережей, группа пицца🤟🏽 всем смотреть.   https://youtu.be/tmqfsg72ziq% аичка : n99 сергей приказчиковnan",['юмор']
"https://t.me/s/ya_romashkina/779  не ведитесь на мошенников!!! как это сделала я 🤦🏻‍♀️ не переводите в интернете деньги никому и никогда.  я повелась на страницу этого человека и его якобы видео доказательство болезни. перевела деньги, закрыла недостающую сумму, соотвественно и сбор должен быть закрыт. но мошенник не знал, что это я перевела ему деньги, и он снова пишет мне под постами просьбы о помощи, якобы недостает еще суммы  😂  когда я этому человеку обозначила, что деньги мной были переведены, и спросила  почему сбор еще не закрыт, он быстро удалил свой комментарий.   не знаю кто скрывается за лицом этого человека на коляске, кто пишет посты и просит денежной помощи , но если ты (мошенник) это читаешь, помни , что обманывать грешно!    сообщение закрепленоnannan",['соцсети']
"у меня вышел новый монолог.  про таро, поколение миллениалов и жизнь с психологом.  ссылка в шапке профиляу нас с женой недавноу нас с женой недавно в семье наконец-то произошло знаменательное событие. мы побывали у торолога. честно, я вообще в шоке, что люди на это деньги тратят. я прочитал новость, что в прошлом году россияне поставили рекорд, потратили 1 миллиард рублей на астрологов и торологов. ну как, россияне, наверное, неправильно говорить, россиянки. на миллиард отправляли запросов в космос. мне кажется, даже рогодин столько бабла в космосе не просирал.",[]
"11 мыслей. сорок второй матч динамо марцела лички.   1. когда увидел стартовый состав, болеть за команду захотелось еще больше. наверное, нормальная реакция на такое количество молодежи и экспериментальную линию обороны. эмоции, драма, преодоление, результат - лучше матча для старта выдумать невозможно.  2. динамо повело в счете и удержало победу. болезнь упущенного преимущества осталась в прошлом? не будем спешить. против факела почти все сыграли на эмоциональном максимуме, понимая, что в четверке обороны трое молодых. плюс удаление не позволяло расслабиться. полная самоотдача во время и опустошение после игры. это чемпионское отношение к делу.   3. мегаприятный шок - динамо выиграло у факела борьбу. 54/46 в целом и 79/21 на динамовской трети поля. в меньшинстве да с тремя «лбами» у соперника в атаке во втором тайме!! у лепского 10 из 10 единоборств в обороне и атаке, он замучал маркова. в этих цифрах - залог победы.    4. единственная серьезная ошибка судей на выходных - на динамо. сразу после гола гладышева левников обязан был показать квеквескири отложенную вторую желтую. и не случилось бы первое в карьере удаление фомина. зная итоговый счет, можно говорить, что где-то и полезный опыт меньшинства, и эмоции от такой победы еще сильнее. но дисквалификация даниила на локомотив - это серьезная потеря. в целом судейство левникова нервное.   5. средний матч по меркам тюкавина. сам всё в интервью проанализировал, сказал, что форму еще добирает. динамо способно забивать три и без голевых баллов кости - это хорошо. хотя как «без»? удар в штангу, после которого забил муми, в хоккее бы засчитали за голевую передачу. кстати, для меня это абсолютно магический момент матча. вы поняли вообще, что случилось? как будто всех разом выключил разворот и удар тюки! показательна реакция режиссера трансляции - и он подумал, что мяч вышел из игры, включив крупный план! факел остановился, болельщики замерли. и только на муми магия тюкавина действует иначе. спокойно забил без сопротивления.   6. ярослав гладышев - самая обсуждаемая фигура после матча. забил важнейший, красивый мяч. чудесно отдавал на муми - тот не вытянулся замыкать (почему?). помогал обороне. но во втором тайме не дожал хороший выход после паса тюкавина и сам не отдал косте точно в ногу следом. пока порадуемся за гол - самое время, самое место. он придаст уверенности, а дальше всё решит конкуренция.   7. пост восхищения легионерами. бителло - тот случай, когда и спорить не будешь с выбором лучшего. сколько протаскивал, сколько обострял! своей игрой он делал игровое преимущество динамо осязаемым. муми, диего - в порядке. сколько собрано важнейших фолов!  8. андрей лунев. ура. их выход из обороны с диего требовал отдельной крепости нервов, но - всё получалось замечательно. умно, спокойно, неброско.     9. линия обороны. даса - прекрасно слева, а вот справа аппаева упустил. майсторович - все испугались, когда получил раннюю (странную?) желтую карточку? но справился и с нервами, и с соперниками. очень хорошо они с лепским читали игру, перехватывая мячи. да, не разобрались с моментом маркова на 43-й, ну и в эпизоде с голом оба проиграли касания. это всё более чем допустимо для первой совместной большой игры.   10. о чем говорили здесь перед сезоном с пометкой «исправить»? о качестве замен. пока ничего не поменялось. сложно оценивать выход скопы - очевидно, задание было вперед в меньшинстве не лезть. в защите совершил несколько удачных отборов, но дал подать на маркова перед голом. и у скопинцева, и у кутицкого с выигранными единоборствами 50/50. саша пробовал выдвигаться вперед, но остро сыграть у чужих ворот не удалось. окишора с дебютом! сразу проиграл борьбу, сфолил рядом с желтой и привез опасную атаку. бесплатный урок взрослого футбола. надо выучить.        11. игра с факелом открыла не только чемпионат, но и серию игр в ограниченном составе. очень важно набирать сейчас максимум возможного, не оглядываясь на количество потерь. впечатляющий первый матч. наконец, обыграли неудобного соперника - воронеж за последние 10 лет достаточно принес нам грусти. не отпускайте волну.nannan",['спорт']
"https://youtu.be/00uwyh5bfte  п как вернуть секс? чем опасен секс через «не хочу» и почему пропала страсть? ассоль, клеверин зачем нужен секс? почему исчезает секс в паре? какие могут быть причины? как понять, что мужчина изменяет? почему женщина не хочет секса? как мужчины реагируют на отказ в сексе? что делать, если не хочется секса? как всегда быть желанной для мужа? и как говорить с партнером о сексе? в формате блиц-опросов ассоль «о чем (не) говорят женщины» вместе с психологом андреем клевериным ответим на самый главный вопрос сегодняшнего эфира: как вернуть секс в отношения.  «о чем (не) говорят женщины» 00:00 — секс в отношениях 01:02 — почему исчезает секс в паре  01:55 — признаки измены  03:47 — «для мужчины секс разрядка, для женщины зарядка» 05:13 — отказ мужчине в сексе 07:04 — секс через не хочу 08:46 — роль секса в отношениях  09:37 — как пережить паузу в сексе  10:31 — синдром отличницы  12:00 — как разговаривать с партнером о сексе  12:51 — признаки, что сексу конец  15:10 — как вернуть секс в отношения 17:35 — выводы программы  ассоль в соцсетях: ingram ― https://www.ingram.com/assol13 telegram ― https://t.me/radioassol  андрей клеверин, психолог в соцсетях:  ingram ― https://www.ingram.com/kleverin_andrey/ telegram ― https://t.me/kleverin_andrey  * компанию meta признали экстремистской организацией и запретили её деятельность на территории россии  #ассоль #клеверин #секс #сексвотношениях #отсутствиесекса 🔗 https://youtu.be/00uwyh5bfteассоль клеверин мужесть, а секса нет! почему исчезает секс в пареnan",['личная жизнь']
